Strain	Organ	Age	Smp-Gene ID	Casp3	Casp8	Egr1	Bcl2	Smad1	Cnbp	Ctsd	Ptgr1	Ephx2	F2r	Itpr1	Slc1a4	Ccl5	Cd86	Fkbp1a	Hspd1	Rela	Myd88	Hmgb1	Sirt1	Bcl6	Ebf1	Il1b	Il10	Ilrn	Ccr5	Tlr4	Uts2	Ccr1	Bmpr2	Tnf	Ctsl	Il6	Cd36	Hsd17b13	Lipg	Psap	Hgd	Ldha	Nts	Rhoa	Rictor	Ak2	Ephb1	Foxo1	Eif4e	Fmo2	Arg2	Nox4	Ltb4r	Esr1	Esr2	Acta2	Rgs1	Arg1	Smad3	Adra1d	Fosl1	Scx	Zbtb16	Tlr3	Apln	Agtrap	Ace	Adrb1	Agt	Agtr1a	Ren	Tgfb1	Renbp	Npr1	Hcrtr1	Gapdh	Actb	Rpl13a	Gja	Cyp19a1	Adra1a	Th	Spp1	Jun	Plgf	Timp3	Cdkn1a	Hif1a	Itga5	E2f1	Ogn	Stat3	Mif	S100a4	Thbs1
SHR	Spleen	8	S.8.F.1.Sp.1	0.022869601	0.42545306	0.302505129	-0.392299279	-0.104624359	0	-0.420093361	0.229025998	-4.096135209	-0.053056779	-0.032613128	-0.049764388	0.01618618	-0.194439354	-0.034470177	0	-0.172701094	-0.000282836	0.575598939	-0.044969002	0	0.268977598	0.345357196	-0.570382193	0.149996314	-0.094180825	0.026167611	1.47384562	-0.266031286	0.205849291	0.477029683	0.237403094	-0.455240196	-0.210157469	0.83620322	-0.733344621	-0.523111172	-1.741272798	0.107567515	NA	-0.062279501	0	0.183184157	-0.028266427	0.11907097	-0.083768443	-1.043124707	1.477306968	-0.911835085	1.215234928	-1.23175337	0.300634879	0.074430242	-0.009115694	-0.642543117	0.473421049	0.567305941	0.916503102	1.378210199	-1.30387484	0.16992673	0.42076599	-0.017415582	-0.166639667	0.279013701	-0.781027656	-0.017495208	1.018142925	-0.229135133	-0.276348405	-0.695263873	0.75367903	0.105066369	0.28692409	0.201909848	0.049782284	1.518504329	1.14212569	0.346058143	1.43256614	0.069939039	1.039180424	-0.19354505	NA	-0.25708022	-0.28456535	0.673760858	0.432847761	-0.257163983	0.016487834	0.06781084	0
SHR	Spleen	8	S.8.F.2.Sp.1	0.018680271	0.451147311	0.08696158	0.051260241	0.096502314	0.099012583	-0.139244328	0.260072278	-3.573045349	0	-0.019694925	-0.177933018	0.383519566	-0.435612484	0.448032761	0.127559266	0	0.202376862	0.094796676	-0.205473852	0.22415061	0.156612807	0.017998452	0.231688147	0.020590718	0.000720525	0.152526588	0	-0.884131973	-0.017256868	0.215528763	0.305975094	-0.176899556	-0.261096167	-0.07684009	-0.201781391	0.006147048	0.063417052	0.243244528	NA	0.299007022	0.379524872	0.373911249	0.111757569	0.177045014	0.001120995	-0.341415887	0.201487598	-0.855250065	-0.484107452	-0.60718099	-0.031963861	0.184491794	0.495841136	0.914417433	-0.242313851	-0.100809219	-0.090723988	-0.313814841	0	0	0.7454506	0.354998668	-0.966241967	-0.276821559	-0.158721226	0.036669882	NA	-0.050749985	0	-0.692011493	-0.96136148	0.349116347	0.95322357	0.665173916	0.494883011	-0.061311901	0	0.251746283	1.62383529	-0.266467823	-0.045065397	-2.66493789	NA	0	0	0.033847688	0.345626173	-0.072431115	0.250506704	0.202783256	-0.082388638
SHR	Spleen	8	S.8.F.4.Sp.1	0.010050624	0.277828758	0.157199415	0.090130712	-0.217871538	-0.297265548	-0.395318932	0.543440868	-3.774447948	0.166351698	-0.056381223	-0.227067667	0.059337272	-0.284963763	0.111306455	-0.181913457	-0.035650708	-0.171120618	0.059006732	0.214060739	0.182899777	-0.345683382	0.311326855	0.013956578	0.102411171	0.288913973	-0.098329814	0.862843271	-0.549795576	0.218682035	0.455357394	0.26169202	-1.217694045	-0.595429001	0.83959298	-0.5432989	-0.145131501	2.561588293	-0.14536097	NA	-0.014487293	0.061454342	-0.203385744	-0.08415276	0.092503928	-0.273272065	-0.517079836	1.033260839	1.416237276	0.982557439	0.364642331	0.32535958	0.504593788	0.605442357	1.625444554	0.45734387	0.693253302	1.007494833	1.26143885	-0.733285709	-0.425219914	0.654362971	0.06016407	0.083231304	0.432421772	-0.030114785	-0.110875807	NA	-0.299177872	-0.341480602	-0.123267534	0.498467661	-0.280503621	-0.739556675	-0.145160886	0	0.96663155	0.997078841	0.471118183	0.296464361	0.036117621	0.948956345	-0.697814959	-3.340711851	-0.030035989	0.172916971	0.386484059	0.478695661	-0.225640395	0.009693702	-0.002805944	0.462989858
WKY	Spleen	8	W.8.1.Sp.1	0.274967573	-0.725056	-0.393916315	1.175458217	-0.435785889	-0.198584924	0.431029889	0.345005654	1.964475847	0.058228304	-0.264002806	-0.125044542	0.282744021	-0.213371708	-0.122509747	0.185262175	-0.086236469	-0.327303418	-0.129438247	-0.146822176	-0.062063556	-0.571541677	-0.431109405	-0.158598517	-0.210917381	-0.428073633	-0.358259674	-1.364500924	0.307097991	-0.018477284	-0.592208211	0.268004973	-0.590293711	0.448658719	-1.002368964	-0.271917015	0.772884234	-0.063417052	-0.046235737	-0.019135447	-0.230961902	-0.215675163	0.306701214	-0.25248328	-0.29428691	0.09391518	0.373499615	-0.952712936	0.659410681	-0.841818796	-0.597352584	-0.100103715	0.339625736	-0.524413488	-0.003378111	-0.230448545	-0.105749053	-0.985229942	-0.934351675	3.227629455	-0.676563776	-0.490975764	0.069076214	0.231018834	-0.398725003	0.301728431	1.11459528	NA	0.283621758	-0.297486118	-0.112365969	-0.456665424	-0.259391912	-0.624200594	-0.299721613	-0.499758388	-0.934008565	-1.133586084	0.029596429	-0.371123064	-0.625405748	-1.247797601	-0.899581664	0.639392014	-0.256212384	0.304425957	-0.058299056	-0.042903539	-0.353790795	-0.297963668	-0.05113626	0.762024738
WKY	Spleen	8	W.8.2.Sp.1	0.180524616	-0.168087254	-0.307595957	1.048284626	-0.294920812	-0.071276635	0.909399364	0.546641192	2.731480476	0.117047483	0	-0.371947473	0.214435203	-0.246740659	0.003463737	0.32732951	-0.196003802	-0.278738908	0.444043527	0.307183993	-0.018336765	-0.678882098	0.063072544	-0.551836998	0.378474113	0.037251521	0.227049274	1.154282815	0.779946878	0.117669338	0.016392338	0.061387368	-0.583769761	0.517186922	0.656806595	0.573546564	0.270642073	-1.202351263	0.12934255	NA	-0.117025571	-0.206530433	0.681202011	-0.242470707	-0.176751805	0.036351924	0.407396209	1.154871083	-1.93180811	1.011125743	-0.110513055	1.066666494	-0.00871033	-0.989471229	-0.144688972	0.427757004	0.570840986	0.794203077	1.073779534	0.673239225	-0.466940305	0.545034825	-0.191120937	0.487942778	0.275085336	-0.099190821	0.388360957	NA	0.274730325	-0.241233833	-0.104590208	1.366172075	-0.032417398	0.373534715	-0.013447626	-0.101153945	1.104236644	0.872175885	0.641588708	-0.952911755	-0.130127168	0.952648019	-1.180678405	0.497027533	-0.028343665	0.462639685	1.120257963	0.049000378	-0.230775132	-0.154837816	0.200556123	0.720757942
WKY	Spleen	8	W.8.F.3.Sp.1	-0.161246721	0.32703564	-0.063140097	1.172581428	0.125776116	-0.129731796	-0.128806049	0.334710564	2.356368958	-0.144361218	0.24330535	0.021520719	-0.592136748	-0.327604658	0	0.020566547	-0.126269342	-0.173148079	-0.124175001	-0.499273856	-0.032339097	0.065188454	0.083709477	0.831280654	0.247648544	-0.375936464	0.059214801	0.530243937	0.495080982	0.186395617	0.65655128	0	0.722885715	0.580209429	0.027119607	1.114356336	0.395048615	-0.096276242	-0.034754493	NA	0.03546153	0.04061078	0.115595589	0.23224524	0.559022951	-9.55E-05	0	0.457774075	1.255696222	0.306737015	0.600417466	0.452547615	0.934571475	-0.768572238	-0.059064211	-0.116311665	0.398324517	0.334740339	0.721585046	-0.550570294	0.249623793	0.910203236	-0.173191456	0.404047403	-0.386501293	0.845056151	-0.302182232	NA	-0.09325627	-0.150997849	0.187380831	1.081927237	0.00897349	-0.034518873	-0.205741887	0.177111455	0.573767975	0.321013547	-0.490383911	-0.009000554	-0.194531973	0	-0.500486663	1.720358674	0.464175686	0.111101276	0.146768205	0.162545162	0.078654507	0.00205338	-0.162891709	0.163287837
SHR	Spleen	10	S.10.F.1.Sp.1	0.17036118	0.571050008	0.882608615	0.910406112	0.228006117	0.194385526	-0.050043901	0.590935619	-2.087242008	0.410767122	0.543237917	0.233651763	0.502364989	0.287326387	0.269033293	0.219062921	0.424529713	0.297146261	0.057101025	0.520409219	0.42356206	0.391769048	-0.110547713	-0.005939652	0.056269738	0.188827388	0.164558417	-0.936944149	-1.207939832	0.322967565	-0.484640946	0.137464703	-0.417169095	0	-0.611405699	-0.00598471	0.297526249	-1.305341617	0.123828941	NA	0.142021294	0.553918262	0.099072758	0.431035624	0.489321468	0.246536295	0.185917444	-0.740846371	0.421529206	-0.724502311	-0.049285549	0.29128493	0.739156148	0.657210407	0.008876534	-0.02397	0.077188572	-0.633907977	-0.67100811	1.182430771	0.000303619	0.459284721	0.562183513	-0.458783536	0.024305292	0.028816315	0.147697013	NA	0.318297011	0.079170361	0.124936641	0.085146211	0.041710531	0.046863921	0.278571333	0.211718739	-0.63577524	-0.483723009	0.177896833	-0.066613249	0.321067279	-0.691860856	0.109531021	-2.971170281	0.588025481	0.121358921	-0.322005361	0.330243446	0.248704711	0.201427939	0.312287775	0.487995221
SHR	Spleen	10	S.10.F.2.Sp.1	0.297830421	0.637275977	0.03966889	0.627646418	0.076886273	0.103254067	0.064450754	0.410105315	-1.731492452	0.326886533	0.354540218	-0.092054081	0	-0.000352877	0.094935388	0.308615899	0.015816113	0.073241611	0.133168114	0.211969955	0.125087585	-0.006680615	0.047677413	-0.858962956	0.020916557	0.346033445	0.007271162	0.187667787	-0.891529786	0.420484698	0	0.059727735	-0.525957359	-0.110087454	0.008690407	0.031245376	-0.045858895	-0.203149061	0.100954269	NA	0.055782819	0.40304568	-0.265342068	0.300117981	0.118927796	0.108722281	0.298971511	0.402500405	0.478352202	0.111345915	-0.278339883	-0.262538364	0.446305905	0.974145543	-0.23752575	0.244279196	0.466386988	-0.118240601	0.863082996	1.448171157	-0.223235092	-0.865916613	0.448862333	0	0.294947048	0.063068942	0.034404869	NA	0.037849271	0.10749924	0.12493924	1.145346927	-0.062179314	-0.530874655	0.161444807	0.079074319	0.318584646	0.413633147	-0.455727141	0.358645207	0.430317333	0.139756561	0.114993187	0.437623355	0.383377567	0.001739297	0.221924955	0.264866309	0	0.164953028	0.140755307	0.185339705
SHR	Spleen	10	S.10.F.4.Sp.1	-1.6734357	0	-1.575647882	-1.937899419	-0.941498441	-0.904134049	-1.541164997	-0.457856173	-4.513786019	-1.250859276	-1.031650764	-1.992741318	-0.905889752	-1.614798534	-0.662354843	-0.319593259	-1.424993325	-1.168178053	-0.283369557	-2.182097592	-1.452424735	-2.047567813	-0.532313588	-0.998187603	-0.564527033	0.057881305	0	1.90236575	-0.428845643	-0.638816071	0.120427363	0.03928167	-2.279645776	-1.967679479	2.14095926	-1.184703441	-1.406923732	NA	-0.947627815	0.019135447	-0.562248265	-1.221640258	-0.98015806	-0.734135524	-1.591314601	-1.158411491	-1.877223317	2.042312608	NA	0.768329008	-1.64541552	NA	-1.282583439	-1.050092164	-3.437304697	1.166482709	0.01088896	2.202239802	1.206398199	-2.11144336	0.106287834	-2.23140067	-1.117462382	-0.180635997	1.229894871	-1.137057786	-2.305940368	NA	-1.646218958	-1.02980515	-2.236238463	-0.91124037	0.070797739	0.445527782	0.234045021	-1.291664116	2.786110579	1.94258483	-0.784494668	-0.84374531	-0.174258623	1.184148854	NA	NA	-1.1718111	-1.33361663	0.630775438	-0.785335199	-1.571985356	-0.692184912	-0.938024956	-1.666809559
WKY	Spleen	10	W.10.F.1.Sp.1	-0.222343761	-0.349454604	-0.22187023	0.312307999	-0.076699562	-0.125343261	-0.129046941	-0.622637574	1.359144789	-0.330148034	-0.232926022	0.05004613	0.171335167	0.164221356	-0.05241482	-0.182290358	-0.034316993	-0.14064403	-0.37907083	-0.028870404	-0.099032938	0.006680615	0	0.121159995	-0.111148508	-0.490403554	-0.308984967	-1.733677952	0.189481566	-0.384869638	-0.704293359	-0.349268393	0.498719549	0.394615306	-1.497955952	0.009181897	-0.265999584	0.20419246	-0.156324265	NA	-0.089475069	-0.404629851	0.021661633	-0.369144252	-0.143033167	-0.075214337	-0.313077669	-1.480456964	-0.246833497	-1.393120194	0.920012368	0.306043867	-0.133537586	-0.651151806	-0.744612729	-0.627634823	-0.994830191	-1.23402278	-0.879855983	-0.146672112	-0.156018124	-0.457511242	-0.020227582	-0.470128019	-0.840611901	-0.361623728	-0.32398346	NA	-0.153871761	-0.320463839	0	-1.454674352	-0.241828459	-0.573554552	-0.137571344	-0.466728815	-1.880727003	-1.764882762	-0.041585569	-0.845521972	-0.196899313	-1.529248549	-2.728879752	0.678088066	-0.208447942	-0.152531082	-0.918953384	-0.139528438	-0.154332358	-0.350968106	0.003330427	0.076950759
WKY	Spleen	10	W.10.F.2.Sp.1	-0.040589642	0.147945458	0.017894198	0.441048329	0.182309789	0.07881748	0.070918497	-0.357115735	2.096663929	-0.123392651	0.105375364	0.25802233	-0.045158116	0.104023314	-0.065274151	-0.099109395	0.069468642	0.052421653	-0.200741594	0.265714096	0.234990944	0.161538755	-0.076262836	0.268982745	-0.107313623	-0.253719781	0.079954322	-0.250015092	0.083125678	0.134505346	-0.454542829	-0.195994656	0.702100669	0.426321779	-0.281244652	0.111506717	-0.264189764	-0.64935121	0	NA	-0.00683786	-0.016382774	0.014362936	0.144637579	0.150797045	-0.011479298	-0.153255409	-0.349073914	-1.242311747	-0.444552654	0.290771118	-1.330365663	-0.032448922	-0.135350426	-0.925118849	-0.310596153	-0.275113962	0	-0.278172503	1.000052018	0.425381044	-0.569960072	0.092240178	0.237476561	-0.220147811	-0.126321918	-0.03222877	-0.222567698	-0.006681641	-0.258039475	-0.052534507	-0.231003512	-0.104714561	0.022177498	0.07372581	-0.393249894	-0.535725673	-0.526090832	-1.06177813	-0.696188102	-0.162173298	-0.104433739	1.219150498	0.637986956	-0.282197922	-0.092022632	-0.296003204	-0.473126539	-0.095271802	-0.10627418	-0.400118325	0.166843765
WKY	Spleen	10	W.10.F.3.Sp.1	-0.027628313	-0.432646503	-0.490202747	0.643834695	-0.324272082	-0.007308947	0.078788084	-0.345706629	2.199628215	-0.178754015	-0.111462048	-0.093581814	-0.264176762	-0.029857011	-0.115765273	-0.290879215	-0.407863472	-0.277743549	-0.230660981	0.237665571	-0.254188521	-0.300561339	-0.17959569	0.09592341	-0.445909251	-0.232687664	-0.099142356	-3.554801717	0	-0.276054723	-0.290003834	-0.073872825	0.27150679	0.408251021	-2.275831317	-0.279699028	-0.163492618	-1.093145685	-0.104821002	NA	-0.196459861	-0.074889815	-0.251818566	-0.313301826	-0.229572444	-0.080339867	0.382562756	-4.111630869	0.572773969	-2.521348489	0.564326133	0.642710672	-0.266140354	-0.474383151	-0.076454063	-0.679425168	-0.748425776	-1.981548105	-2.619503538	0.826564213	-0.154328403	0.449966503	-0.19280011	-0.522762174	-0.582422836	-0.065043532	-0.118794465	NA	-0.221587474	-0.032034522	0.039873811	-3.046658547	-0.295657681	-0.993915575	-0.361330522	-0.135996776	-3.701763198	-3.889433597	0.331967966	-0.640820177	-0.26305849	-2.663724373	-0.235419867	0.520062191	-0.034105577	-0.285274657	-1.017245449	0.030229054	-0.353706915	-0.425277629	-0.258128799	0.075821318
SHR	Spleen	12	S.12.F.1.Sp.1	0.442681504	0.199144533	0.135303136	-0.786174179	0.259116132	0.495444583	0.576805908	0.731296628	-1.359144789	0.58520236	-0.029605257	0.168415452	0.21353313	0.398149556	0.420736767	0.498520215	0.254256572	0.441560026	0.585625566	0.254508838	0.647483307	-0.086124073	0.777228527	0.221573457	0.447099217	0.721747155	0.488876509	0.75474132	0.541992885	0.469727367	0.333065773	0.621055392	-0.265488186	0.253577197	0.55459637	-0.105888681	0.106997398	2.512789742	0.274484879	NA	0.357998397	0.137566118	0.10602609	0.005462637	0.074777314	0.171895206	-0.012366797	0.977493768	2.180588505	0.774887778	0.08684468	-2.873555521	0.327952944	0.652029256	0.213760723	0.365460469	0.047184091	0.695104352	0.430462189	3.07588818	0.021149455	-0.00074876	0.629358809	0.247072743	0.522264091	0.396226874	0.778508562	1.206208745	0.037270568	0.479523355	-0.217139653	0	0.460548278	-0.218570259	0.334739028	0.182823949	1.033302789	0.87718877	1.000104263	1.41270948	0.384866818	0.871524824	-0.76615534	-0.361381202	0.20724305	0.4310817	0.388193368	0.704352532	0.423425146	0.465687396	0.585579662	0.260449723
SHR	Spleen	12	S.12.F.2.Sp.1	0.190385799	0.330916856	0.148265115	-0.484715217	0.064515692	0.234267651	0	0.057454589	-2.755259597	0.09889375	0.100947387	0.087802464	0.205954967	-0.046132702	0.213699123	0.123740939	0.192308211	0.171746755	0.307809065	0.29793586	0.129338813	0.131174639	0.030629997	0.588537819	0	0.591660533	0.119581604	0.054400522	-0.946177901	0.171336483	0.491483345	-0.003316658	-0.044430498	-0.038164259	-0.142713308	0.476679781	-0.03496755	-0.511321956	0.139304304	-0.178717861	0.100139722	0.359116179	-0.03981155	0.13451957	0	0.206862106	-0.338268485	0	0.305287937	0	-1.441471428	-1.660721179	0.023158044	0.609628878	-0.313791675	-0.197705199	0.115986973	-0.005838006	0.196653881	0.017600362	-0.028501615	-0.113215248	0.685925653	-0.319084635	-0.023988787	-0.387592124	0.020223964	0.317795656	0.229554239	0.15327495	-0.307235461	0.431530022	-0.018167988	0.043585122	-0.024057271	0.092591937	0.125195681	-0.105814678	-1.063751466	0.657086702	0.178280228	-0.062338475	-0.533389358	NA	0.329094182	0.012485482	0	-0.100208455	0.331630074	0.168476348	0.106539294	-0.107390708
SHR	Spleen	12	S.12.F.4.Sp.1	0.200393331	0.788349182	0.771782932	0.843819791	0.444865393	0.371083396	0.425357375	0.131811128	-2.043376069	0.580109458	0.910190867	-0.244766278	0.551076934	0.019125976	0.678239536	0.202187317	0.625408388	0.430614842	0.330095229	0.464170168	0.587521864	0.348552797	0.440873184	0.555159267	0.032962602	0.563282254	0.514706734	-0.51126574	-1.054527523	0.706196951	0.610634413	0.421370567	-0.265488186	0.099142147	0.07440017	0.263465379	1.022920918	3.103496312	0.289128302	NA	0.532815914	0.86770357	0.442447797	0.825847074	0.811647554	0.386394971	0.284613794	-0.621224172	1.884727655	0.073726728	0.14978455	0.730760139	0.810154868	0.514395946	1.817458363	0.387511659	0.778202811	0.294928232	0.782043109	-0.12480853	0.220728538	1.26568916	0.654824128	0.442447233	0.684943361	0.819222275	0.158984252	0.116446525	0.505103126	0.476838794	0.420787907	0.89106918	0.433611813	0.85552067	0.416322086	0.771077425	-0.797190491	-0.65992963	-0.008812327	0.00895292	0.85329107	0.314131774	1.36182993	-1.393322062	0.82883316	0.53106776	0.396575968	0.38431899	0.816349147	0.714047338	0.508759167	0.810893316
