Strain	Organ	Age	Smp-Gene ID	Casp3	Casp8	Egr1	Bcl2	Smad1	Cnbp	Ctsd	Ptgr1	Ephx2	F2r	Itpr1	Slc1a4	Ccl5	Cd86	Fkbp1a	Hspd1	Rela	Myd88	Hmgb1	Sirt1	Bcl6	Ebf1	Il1b	Il10	Ilrn	Ccr5	Tlr4	Uts2	Ccr1	Bmpr2	Tnf	Ctsl	Il6	Cd36	Hsd17b13	Lipg	Psap	Hgd	Ldha	Nts	Rhoa	Rictor	Ak2	Ephb1	Foxo1	Eif4e	Fmo2	Arg2	Nox4	Ltb4r	Esr1	Esr2	Acta2	Rgs1	Arg1	Smad3	Adra1d	Fosl1	Scx	Zbtb16	Tlr3	Apln	Agtrap	Ace	Adrb1	Agt	Agtr1a	Ren	Tgfb1	Renbp	Npr1	Hcrtr1	Gapdh	Actb	Rpl13a	Gja	Cyp19a1	Adra1a	Th	Spp1	Jun	Plgf	Timp3	Cdkn1a	Hif1a	Itga5	E2f1	Ogn	Stat3	Mif	S100a4	Thbs1
WKY	Adrenal Gland	16	W.16.F.3.Ag.1	-0.309022668	0.756773072	0.145634443	-0.10023423	-0.129213504	-0.208425991	-0.193700193	0.171422966	1.560872699	-0.575336982	-0.062351239	0.720573577	1.535417399	-0.063994962	-0.200694812	-0.469685801	-0.026079149	-0.477731706	0.015948581	-0.208216062	-0.217853893	-0.572415014	-0.058032933	0.786405727	0.527747599	0.699700608	0.552703295	-0.205883146	0.309268006	0.054119191	1.533241182	-0.278736537	0.964839707	-0.478338893	0.936260532	0.959382399	0.711286734	0.599003232	-0.511871503	-0.625591016	-0.300642066	-0.36826414	-0.264048537	-0.057698511	0.066027473	-0.334350583	0.02603029	1.320492189	-0.424031611	1.699933264	-0.375771566	0.958565059	0.088816323	-1.362160384	0.264143843	0.938330301	-0.032032533	0.563021795	0	-0.143465116	0.174294449	-0.178982083	-0.410991676	0.343622414	0.979165424	0.07452884	-0.320120115	-2.713526967	0.057149299	-0.110110046	-0.093548653	0.713186454	-0.440206803	-0.396846455	-0.546622819	-0.918923027	1.906054724	0.686204127	0.199274512	-0.910274778	-0.437101289	0.911297479	-0.486359316	0.289272469	-0.585803691	-0.204579688	1.105946655	-0.023026298	0.008240933	-0.18920671	-0.270694178	-0.526726866
SHR	Adrenal Gland	24	S.24.F.1.AG.1	-0.188951793	-0.86438843	1.010406311	NA	-0.080310248	-0.060799925	0.027331231	-0.428575924	-3.045979601	0.285425486	0.062506738	-0.449269792	0.003353058	0.406553139	-0.091251276	-0.226369582	-0.033643519	-0.046153091	-0.085499208	-0.180295361	0.898797534	1.403407128	-0.671036492	-1.707236903	-0.18566052	-0.51555336	-0.406519378	-2.682269955	0.003306886	-0.065769603	-2.158659197	-0.078146225	-0.024821982	0.936547774	-0.979902867	-1.195133169	-0.387162195	-0.445008518	-0.203012261	1.945468215	-0.024449208	-0.175653769	0.183088723	0.045855689	-0.593313884	-0.024539075	-0.128028749	-5.73267264	0.52150877	-0.934154095	1.140086515	NA	0.206211285	0.910495218	-0.245696726	-1.271920818	0.192746354	-1.280852344	-2.672209349	0.064218477	-0.315224739	0.550386958	0.003868863	-0.314591115	-0.865695085	0.574041428	0.218690561	-1.293469166	-0.003376545	-0.031111512	0.195685847	-0.945145265	-0.004238275	-0.007692118	-0.089378665	-0.320051961	-3.011060295	0.243790698	0.394043906	-0.309439943	-0.190294959	-0.54081438	-0.458828525	-2.29077115	-0.53580632	-0.156217618	-1.233525244	0.070310421	-0.096592091	-0.017518186	0.222080763	0.777174512
SHR	Adrenal Gland	24	S.24.F.2.AG.1	-0.482248747	-1.327142485	0.334197611	NA	-0.415850572	-0.336144386	-0.407674441	-0.808322733	-2.487611386	-0.378083804	0.038865912	-0.265578057	-0.209854257	-0.068083656	-0.531483694	-0.049740035	-0.475179543	-0.578165999	-0.258558276	-0.493714906	-0.09865433	0.801815863	-0.149126027	1.284955863	-0.027126385	-0.325416865	-0.239038382	-3.77972144	-0.257884709	-0.559133719	-1.848161322	-0.29209274	-0.124006848	0.694399035	-1.197192733	-0.905868804	0.05524472	1.107272738	-0.647305099	1.21141539	-0.373426843	-0.060677676	-0.373599535	0.050996433	-0.335166372	-0.152871079	0.181824716	-4.256102225	3.716096885	-2.05876752	0.39239697	1.135035885	0.490012227	0.258862183	-0.40609348	-0.832373502	0.275336765	-1.568779749	-2.109072864	-0.008196347	-0.755697007	-0.382376127	-0.020012255	-0.32056602	-1.10896334	0.293379152	0.155145917	0.878864849	-0.18057175	-0.312069521	-0.083572158	-0.90657125	-0.299101567	-0.297151732	-0.332160372	-0.793270983	-5.10190948	-0.561658857	-0.062505827	0.002924074	-0.657434929	-0.881767875	-1.59696136	-2.407361365	-0.632230765	-0.139307964	-1.247778599	0.143918597	-0.266008459	-0.537407324	0.922339364	0.001714847
SHR	Adrenal Gland	24	S.24.F.4.Ag.1	-0.624041613	-0.08298106	0.483643426	0.731050311	-0.153692895	-0.485893071	-0.565343606	-0.680312685	-1.052627091	0	0.043526871	-0.238503512	-0.071541822	1.147158069	-0.572904802	-0.4519626	0.015526091	-0.3583905	-0.273002709	-0.048717891	-0.334357445	0.149513858	0.112475358	-0.737113272	0.29000095	0.09927008	0.001371093	-1.080258675	0.141549026	-0.321957656	0.842462143	-0.254573517	0.947061638	0.015920393	0.401235793	-1.193601739	-0.398383535	0.252900933	-0.922993593	0.440363765	-0.34227853	-0.119454464	-0.348960563	0.09680177	-0.214342946	-0.116781166	0.311046341	0.45259184	1.82844462	1.040811925	0.549216135	-0.13603289	0.802681707	0.762430848	1.870296725	0.606703163	0.383770925	0.367265436	-1.166898569	0.151591908	-0.506813526	-0.864591002	0.145968944	0.708410755	0.352259715	-0.695543017	0.515611405	0.893382134	0.081920465	-0.269008329	-0.109022971	1.315156215	-0.340102069	-0.254322637	-0.372953567	-0.263722996	0.705022465	-0.162424542	0.76095901	-0.539825893	-0.223325371	0.32001903	0.352173175	-0.52791468	-0.33741859	0.178536045	0.323887476	0.320147442	-0.223056476	-0.383265821	0.804977016	0.97245071
WKY	Adrenal Gland	24	W.24.F.1.AG.1	0.437707315	-1.105431435	-1.039524665	0.388783746	0.170145725	0.380647317	0.45854385	0.610535402	2.016036265	0.537176981	0.249135947	0.246658882	0.822963982	0.631275414	0.336976677	0.071346289	0.336689741	0.1884285	0.392973581	0.245499434	-0.03764714	-0.149513858	-0.033468788	-0.787587358	-0.535479225	-0.010867695	-0.166917563	-2.57681004	0.175845991	0.418550994	-1.428095062	0.379573263	-1.098745758	0.710656209	-0.245831743	1.331766169	0.95075616	0.367656617	0.088214683	NA	0.256523398	0.488603809	0.253866319	0.175249476	-0.020950512	0.610361293	0.280817155	-4.374671255	0.837833915	-0.90827091	0.02909819	NA	0.024260549	0.293155892	-0.464492261	-1.653243043	0.751844402	-0.420790879	0.719802316	-0.221356128	0.267578459	0.039698963	-0.002581567	-0.9284306	-2.00493843	1.538505327	0.003744472	-1.484522361	-0.1805868	0.48639195	0.599141225	0.52131107	0.389739189	0.35221163	0.264723983	-0.008404899	-3.88739141	-1.721209547	-0.830357205	-0.023432298	0.23004846	-0.370186625	0.78946094	0.663692655	0.617242865	0.584904171	-1.055571339	-0.016117537	0.244997176	0.366296348	-0.032664263	0.15408998
WKY	Adrenal Gland	24	W.24.F.2.Ag.1	-0.552402163	0.97094213	-0.258211752	-0.176651839	-0.252696259	-0.265164792	-0.244897864	0.03240659	1.28883038	-0.018709148	-0.287893139	-0.385951693	0.407754548	-0.619280341	-0.297856428	-0.337316212	-0.21485268	-0.339192008	0.004050735	0.067389169	-0.246265555	-0.998836223	0.689679708	-0.061120862	0.69692947	0.78794001	0.536140783	0.471594356	0.324284326	-0.123120245	1.891130863	-0.155124887	-2.120343203	-1.816943831	1.352078713	0.278555081	0.273747945	-0.382522848	-0.484204865	-0.144822595	-0.308284145	-0.212731671	-0.243705739	-0.120006574	-0.721462603	-0.003623856	-0.032634389	1.61842807	-0.59103571	2.101003995	-0.645211315	-0.58514172	-0.513119102	0.156417968	-0.551512926	1.376991483	0.085307989	1.145280236	0.168330931	0.297919648	-0.065345686	-0.807757612	-0.394685943	0.547080475	1.290507655	-2.698250375	-0.641401742	-1.502162486	-0.414866285	-0.228009541	-0.005088741	1.953584275	-0.26527429	-0.165085396	-0.406279902	-0.655461751	2.695332795	1.165594648	-0.473241187	-0.704981008	0.192612578	0.89915362	-0.097529345	-0.8765609	-0.0015944	-0.106351744	1.092448046	-0.117129954	-0.405107349	-0.336053293	-0.633352387	0.162600376
WKY	Adrenal Gland	24	W.24.F.3.Ag.1	-0.184844155	0.08298106	-0.692008786	-0.434855648	-0.617149166	-1.58104975	-2.876254032	-0.324958709	1.052627091	-1.277636009	-0.947946148	0.682429796	1.122834564	0	-0.566500036	NA	-0.357828817	-0.050912648	-1.083861173	0.901770689	0.791770883	-0.511794181	-0.28868686	0.507636949	0.481771508	0.106492829	0.29079607	-0.668888235	0.138811112	-0.796358413	1.404327834	-0.785993266	-0.721001761	-2.038770999	0.401949265	1.422962911	-0.190406544	0.507114977	-2.234305814	-1.680881954	-2.319542445	-0.709929335	-0.463034734	-0.982370272	-0.60391163	-0.939922802	0.244147525	0.868769058	-0.101832929	0.99831245	-0.561447894	-0.503900839	-1.020228048	0.420780245	0.01972776	0.833142346	-0.709899415	0.751610167	-1.333154987	1.572810275	-0.446542733	0.048827807	-0.513341404	-0.220575276	0.577765442	-1.220626534	-0.244494587	-1.027199785	-0.105838906	-0.280507362	-0.908174434	1.428323282	-3.524877685	-3.661826086	-2.204636336	-2.034357912	1.374626428	0.132986645	-1.531143241	-4.746922767	-1.426869081	0.602791003	0.114188536	0.369766751	1.872530644	-0.002730371	0.45966794	-0.330562357	-0.097874219	-0.408468255	-1.42618158	0.925674868
SHR	Adrenal Gland	10	S.10.F.1.AG.1	-0.839715923	0.19308067	0.27726045	0.426329921	-0.209786138	0.129688433	-0.326355476	-0.379499463	-3.636598321	0.224783968	-0.020870244	-0.263823242	-0.438242803	0.844745599	0.021534127	0.975673012	0.153977672	0.157785462	-0.500837222	-0.263023651	1.115724415	0.332503727	0.361992048	NA	-0.31947352	-0.54907992	-0.055589627	2.232596176	-0.814266024	-0.334071643	1.746775933	-0.088527954	0.640153108	-0.015920393	0.765590673	0.390087411	1.011407495	0.307973473	0.128524802	0.389865245	0.032587674	-0.600528383	0.76564323	-0.214648505	-0.174039792	-0.73632917	-0.423875309	0	-0.00090865	0.869926385	0.232507695	NA	-0.28608979	-0.650699572	-1.785714946	0.917943113	-0.349499702	0.635672246	NA	-0.189062513	-0.040028856	-0.027153822	-0.390452564	0.131353635	0.647408655	0.604094556	-0.003744472	1.779866014	-0.422500705	-0.131458747	-1.028371704	0.824610065	0.602730336	0.729885277	0.351264202	0.294016473	0.628548305	1.146913678	-0.522914238	0.608735139	0.368386986	0.18128269	-1.404695885	0.58758935	-0.13216096	-0.585662805	0.957551016	-0.598948118	-0.260346687	0.017518186	0.032664263	0.068101915
SHR	Liver	8	S.8.F.1.Li.1	0.122100295	0.014445576	-0.922869041	-2.013619186	-0.12687805	0.457799763	-0.084093749	0.020677688	-2.053340949	0.053903291	-0.152227785	-0.249878664	-0.390694329	-1.211629564	0.550102822	-0.15898905	0.131054144	0.174432418	0.341820317	0.014576586	-0.799469914	NA	0.117301992	-1.073738229	-0.16272882	-0.301189541	-0.033827104	0.135478626	-0.498986419	0.140412387	-0.043856074	0.150036591	NA	-1.017503145	-0.006431788	-0.503986274	-0.414618563	0.164002452	0.138504433	1.825012087	0.307405295	-0.240506467	0.186876827	-0.305193831	0.049765395	-0.536726784	0.225835757	-1.355118809	-0.649400383	0.121844607	-0.478342034	NA	0.613115642	-0.014914979	-0.275254828	-0.04959533	-0.797255149	0.671680541	-0.719209679	-0.608790919	0.088019389	0.69109339	0.125892864	0.025130737	0.158858141	-0.216745757	0.155119439	1.118748877	-0.017357489	-0.363342514	-0.23745068	-1.452515889	0	0.065376374	0.247250953	0.437526959	0	0.269334306	NA	0.535312852	0.560726015	-0.191733379	NA	-0.712993114	-0.887778994	0.596010296	0.584712387	0.632991239	-0.013765324	-0.099047113	0.174523988	0.299697556
SHR	Liver	8	S.8.F.2.Li.1	0.27818759	-0.21024976	1.693294214	0.424001348	-0.105375617	0.113169503	-0.004218509	0.609622267	-1.006534445	0.224589175	-0.15739693	0	0.015297232	0.15974933	0.442710176	0.050206318	0.139234028	0.221883041	0.152659388	-0.41222225	0.60098312	0.634481185	-0.043639065	-0.707637365	-0.086743321	0.215496135	0.10589778	0.26738804	0.397059115	0.069597465	0	0.335396309	NA	0.017871217	-0.000516208	0.1467526	-0.17992632	0.499701046	0.155035649	2.77357102	0.100375262	0.040523676	0.040717758	-0.018457554	-0.22944393	0	0.63259134	0.708402625	-0.57788974	0.90301126	-0.91601777	NA	0.379486635	1.343784395	0.372738071	0.072419004	-0.019098195	0.815908645	0.506611825	0.056841975	-0.369323079	-0.568135386	0.499337334	0	0.424753465	0	0.366068407	1.44977186	0.238833565	0.04223747	0.051348117	-0.312773265	0.305322673	0.132502781	0.075141724	0.150337296	0.053855543	1.23033766	NA	-0.046824495	-0.434447354	0.311098585	0.968789635	NA	-0.17425631	-0.203318498	0.44158632	0.353703722	0.098908357	-0.130466973	0.035799412	0.57499579
SHR	Liver	8	S.8.F.4.Li.1	0.270385435	0.402402125	-0.473657208	-0.378596818	0.253157708	0.334240361	0.182619737	0.097568844	-0.32237241	0.49544911	0.416013967	0.502345675	0.059294909	0.320403505	0.733135691	0.333413956	0.605135753	0.239453708	0.676168962	0.201082955	-0.125738665	-1.3880533	0.61769742	0	-0.419434849	0.304867384	0.157646195	-0.294690885	0.0603118	0.397028933	0.183624045	-0.038617045	0.580402325	-0.310571207	0.275679834	0.650212145	0.883900815	0.603602838	0.43072773	2.195312475	0.52617195	0.377826553	0.323549063	0.595808055	0.393728296	0.459729023	0.138772225	-0.07601109	-0.218115915	0.183935365	-0.972377145	1.073900557	0.01683264	0.79649937	0.432814698	0.385570343	0.48599288	-0.04867299	-0.70723447	-0.15142097	0.494166512	0.062383019	0.506275619	0.393467245	0	0.137677175	0.534478295	0.948463305	0.23799564	-0.065065735	0.116248981	0.25591266	0.437573133	0.481502386	0.296217132	0.161420093	0.279543119	-0.161628785	NA	-0.10007171	0.381200436	-0.06968348	NA	NA	0.376428295	0.976390642	0.497648685	0.552889177	0.378630401	0.17160257	-0.220270083	0.746287275
WKY	Liver	8	W.8.1.Li.1	-0.17281878	-0.44612716	-0.730877392	1.923556808	-0.607760565	-0.660593284	-0.466634381	-0.660624808	3.128189355	-0.853371285	-0.285822737	-0.9618695	-0.758515099	-1.12976177	-0.640730353	-0.463781823	-0.463392533	-0.700029687	-0.746403158	-0.64025531	2.25093218	NA	-0.124564105	-0.058978655	-0.0841539	-0.623200855	-0.46237183	-0.63039442	-0.196564085	-0.466170286	0.22467159	-0.61295665	-1.21505017	-0.092445243	-0.420388191	-0.86873794	0.75561248	-0.624273476	-0.757727408	-0.02605203	-0.676150129	-0.509244748	-0.520639549	-0.266751348	0.188085264	-0.275990884	-0.24762492	-0.150528785	-1.74826132	-0.32351748	1.36262606	NA	-1.106679655	-0.552011665	-0.718660618	-0.872779109	0.019098195	0.091566905	NA	1.498845641	-0.198234395	-0.249392466	-0.735650558	0.31867306	-0.481146565	-0.191714459	-0.546722529	-0.29028462	-1.252852415	-0.62063049	-0.558568978	0.889957905	-0.619578999	-0.750830516	-0.421166433	-0.705085184	-0.383982956	0.47124118	NA	-0.784045965	-1.068252594	0.415850915	0.462656335	0	-0.29060963	-0.567165112	-0.37317464	-0.760545478	-0.565456712	-0.41289556	-0.996191058	-0.70349426
WKY	Liver	8	W.8.2.Li.1	-0.21546409	0.25115297	0.339857355	NA	-0.195126166	-0.476743987	-0.505135256	-0.546234344	3.318523775	-0.266414775	-0.159781977	-0.44336749	-0.172968561	0.13756789	-0.27698052	-0.332775708	-0.151858287	-0.171065793	-0.488237408	-0.62031116	-0.03091454	-0.784619275	0.313522755	0.137491925	0.287209115	-0.085127635	0.35039054	-0.10424057	0.440895835	-0.103896799	-0.05429791	-0.057057006	NA	0.486194154	0.302270599	-0.45672334	-0.74131171	-0.171084196	-0.649415144	-2.02744823	-0.322776049	0.056031589	0.042165646	0.109089862	0.158184229	-0.088565616	0	0.296345605	0.11635706	0.24417885	1.05009104	NA	0.005646675	-1.429239015	-0.272416905	-0.236429464	0.628621385	0.705850715	0.328610295	0.254221825	0.288265773	-0.044328776	-0.106200395	-0.4027466	-0.514249885	-0.018565014	-0.260151373	-0.17591347	-0.027298765	-0.57426057	-0.426576182	1.267607925	-0.497994291	-0.30037517	-0.450110687	0.055959314	1.263675494	1.1082908	NA	-0.060159155	0.348935251	-0.039745465	0.952464135	-1.00478818	0.0812426	0.014299522	0.36109501	0	-0.113717986	0.1755546	-0.230843108	-0.49123785
WKY	Liver	8	W.8.F.3.Li.1	0.26607515	0.30208077	0.260607972	0.031425998	0.028734633	-0.080427251	-0.059714548	-0.288160493	3.227221295	0.011495325	-0.203598383	-0.08903896	0.205935579	0	0.231574718	0.070470582	0.23808619	-0.079282079	-0.216357104	0	-0.33274199	1.343397935	0.901814715	0.843941885	0.033957287	0.112850755	0.5681132	0	0.060621835	0.24208763	0.98656648	0.080218063	-0.34930082	1.154122052	0.309281776	1.58702505	0	-0.173732893	-0.131827564	-0.00561371	-0.154197067	0.075340576	0.22085791	0	0	0.213545134	-0.29541506	0.191137355	0.14666334	0	1.78601084	NA	0.536364975	-0.302814505	-0.561321961	-0.29216588	1.037217115	0.548596525	NA	-0.035721705	0.092210857	0.778224554	-0.143546302	0.42172117	-0.457079845	0.384385315	-0.239942244	0.62726549	0.228676235	-0.03070229	0.161441809	0.915557905	-0.024042309	0.128578832	-0.125086243	0.104818102	0.223310244	-0.47159667	0.194722943	0.671468865	0.505359985	0.573314135	-1.245523115	1.68262254	0.11910538	0.263227145	0.34309776	-0.010641299	0.022757188	0.397380721	-0.168737208	0.29625359
SHR	Liver	10	S.10.F.1.Li.1	-0.13948847	-0.0061444	1.742574876	-0.556439313	0.282797559	-0.06014655	0.134016922	0.38529346	-0.982956065	-0.280954505	0.486900688	0.16218719	0.150041788	0.69109301	0.317610517	-0.013844979	-0.113474232	-0.012500998	0.176357923	0.0406341	1.04105636	0.519652725	-0.565118855	-0.136599355	0.839600609	0.103904175	0.10597193	0.41878566	-0.145525715	0.313345824	-1.0716263	0.002500756	-0.23925899	-0.218871681	-0.056490283	-0.69850949	-2.16231881	0.360089495	0.078155285	4.24070072	0.126828652	0.483340118	0.208364004	0.630642029	-0.06210945	0.104373074	1.06758163	-0.263868325	0.54741236	0.74727647	-0.65572448	NA	0.608354865	-0.008146155	0.167484205	0.752985461	0.325646175	-0.033397535	0.618205345	1.175688287	0.277050973	-4.234818047	0.328848746	0.19393953	0.061871275	0.019521515	0.2984608	-0.01499348	0.071604365	0.0391502	-0.611359453	0.137498405	-0.021464602	0.050918395	0.061151257	0.319958424	0.266616144	-0.12776703	0.616440712	-0.242235535	-0.026932514	0.485490415	NA	NA	0.25687831	-0.012116781	-0.28088711	0.227809148	0.080841287	0.049922986	0.121546102	0.35825114
SHR	Liver	10	S.10.F.2.Li.1	-0.160493565	-0.469672085	-1.46412873	-0.926967247	0	-0.201346751	0.004454414	-0.334377324	-0.58889144	-0.00789129	0.500927359	0.027532215	-1.250607453	0.180470735	0.013467592	-0.412184324	-0.299385129	0.066857815	0.046820246	0.048673395	1.042843515	NA	-0.48946707	-0.45820525	0.454899856	-0.331868867	-0.243033495	-1.444152995	-0.28012476	-0.172971618	-1.228913935	-0.705663753	NA	0.150587717	0	-0.107967615	-2.817228295	-0.153632243	-0.28299238	1.155913515	-0.285890406	0.123035449	-0.23823924	0.316113141	0.036909466	-0.400614132	0.194781915	-2.57619798	-0.317462615	-1.233147445	-0.865032295	NA	-0.59532004	1.25407647	-0.14746653	0.419960256	-1.49515297	-0.80299156	-0.66676712	1.646639639	-0.255723373	-0.934322941	-0.162820336	-0.598513775	-0.40496676	-0.619046275	-0.122372925	-0.355265855	0.07284011	0.010908715	0.237078737	-1.20194874	-0.912982188	-0.565610697	-0.528566107	-0.227032383	-1.728452072	-2.050479725	NA	-0.77296914	-0.952497332	-1.40649555	-4.1047597	NA	-0.018116735	-0.125444307	-0.914441075	-0.217013161	-0.167206045	-0.657973028	-0.703362563	0.289011055
SHR	Liver	10	S.10.F.4.Li.1	0.013428403	-0.354609952	-1.326388013	-1.402007385	0.038304614	-0.376831861	-0.128966107	-0.375362989	-1.054204707	0.072800689	-0.160082941	0.056277138	-0.85318503	-0.963097262	-0.470020571	-0.479084677	-0.187730716	-0.216299581	0	-0.362668032	-0.821972662	NA	-0.687982567	0.043398473	-0.050204851	-0.479519668	-1.194233212	-2.722979432	-1.040513617	-0.132082026	-1.249600612	-0.666784955	NA	-0.581457828	-0.138574932	-0.898844182	-0.956941642	-0.110791263	-0.202927992	0.996880058	-0.341906613	0.116794544	-0.353171256	-0.045990336	-0.371682939	-0.264086583	-0.310813512	NA	-0.967443722	-1.803620412	-0.189172912	0	-0.777412337	-0.548268967	-0.318896302	0.273666168	NA	-1.260848807	-1.224031807	-0.043682819	-0.015713251	0.242989612	0.177947768	-1.394638772	-0.560201057	-0.641215665	0.160770307	-0.557450342	-0.421786507	-0.458444282	-0.176795529	NA	-0.487240067	-0.523740514	-0.453777155	-0.604144036	-1.794754209	-4.237000532	NA	-1.261553507	-1.723868089	-1.742415627	-4.444598847	NA	-0.121516692	0.025133983	-1.104113742	-0.623567595	0.006391007	-0.196256555	0	0.020404538
WKY	Liver	10	W.10.F.1.Li.1	-0.181028003	-0.21961059	0.036100812	0.729617468	0.045900482	0.246754769	0.051561922	-0.248899048	3.538398356	-0.098369984	-0.128090416	-0.110925649	0.260940403	0.330919341	-0.168187283	-0.167406499	-0.077257848	-0.177684724	-0.138811956	-0.484067439	0.235528641	-0.693079094	0.910023938	0.358171876	0.143296497	0.142633831	0.243713667	-1.97985545	0.711122355	-0.181397158	0.176028971	-0.053293173	NA	1.119911683	-0.116139005	1.093183051	0.659051011	0	-0.12325135	-1.18934298	-0.08312411	-0.092818648	-0.100954599	-0.111880616	-0.131384305	-0.099804834	-0.803615339	-0.941423925	-1.19664471	-1.19856116	-0.045918139	NA	-0.897498344	0.135459156	-0.716021023	-0.270348418	-0.878076174	-0.732420285	-0.849200644	0.69319144	0.225949401	0.574220604	-0.319111461	-0.454084089	-0.038516084	-0.299216526	0	-1.072834	0.084016596	-0.19466203	0.446350152	-1.069521775	-0.510473262	-0.316977103	-0.226487714	-0.627787901	-0.779591496	-0.82087414	NA	1.268559046	0.101898302	-0.269919624	0.765801586	-0.22662965	-0.30773448	-0.120008567	-0.48298428	-0.425833617	-0.050291778	-0.058564231	-0.089270277	-0.10635327
WKY	Liver	10	W.10.F.2.Li.1	-0.133978715	-1.097154845	-0.871326893	0.600994853	-0.396696052	0	-0.268541719	-0.35897192	3.06187867	-0.42909682	-0.327239356	-0.680990985	-0.00179105	-0.271269535	-0.417869089	-0.318478573	-0.326978605	-0.291332412	-0.529203545	-0.335967985	-0.461307955	NA	-0.0639984	0.02607392	0.609592901	-0.31764282	0.311550475	-1.841069735	-0.20448711	-0.41512434	-0.926897925	0	0.012893005	0.571207661	0.00662077	0.269698865	-0.199880235	-0.219922167	-0.53857794	0.304928435	-0.235905946	-0.155971539	-0.243817837	-0.283482691	-0.412519765	-0.128237608	-0.183801045	-2.8572957	-1.524747465	-2.809222265	1.297265075	NA	-0.9073335	-0.2318784	-0.123985168	-0.714756757	-1.61328085	-0.89150295	-1.86829883	1.086159452	-0.082509198	0.335832339	-0.274612621	-0.520919795	-0.98657928	-0.151459883	-0.108316699	-1.187888935	-0.36544235	-0.650073405	-0.649845218	-4.14261435	-0.219833061	-0.378878687	-0.580489848	-0.417322588	-0.828745101	-2.608347985	NA	-0.21890172	-0.400822231	-0.02880836	0.83544614	-0.059570605	-0.454151755	-0.635542692	-1.408537975	-0.064222823	-0.32637832	-0.024957095	-0.212870343	-1.155391115
WKY	Liver	10	W.10.F.3.Li.1	0.011796945	-0.346005685	0.403136875	0.376681903	-0.167102109	0.151285002	0.436531167	0.593264471	3.20114659	0.04716298	-0.172960882	-0.398128325	0.280365938	0.186985595	0.317349033	0	0.353486918	0.311198071	0.03508298	0.119521395	0.276539665	0.0029179	0.08070544	-0.53944251	0.332738928	-0.74199632	0.113718615	-1.235560725	0.49353805	0	-0.776913495	0.356064051	NA	1.327836386	0.569049734	-0.390566065	-0.359934975	0.204066555	0.110761633	-3.100812375	0.324671828	-0.390000109	0.16727124	-0.175927978	0.092857929	-0.648649256	-0.185949245	-1.44434542	-1.434019695	-0.909208145	-0.523200585	NA	-0.64012956	0	0	0.074825772	-1.20637306	-0.31016892	-2.08034446	0.30993021	0.572869002	0.451569849	-0.012014536	-0.249648685	0.2220605	0.206542673	-0.027059991	-1.057102705	-0.40890466	0.614288497	0.099640986	-3.56242522	0.124995521	-0.025831007	0	0.379333304	-1.478067522	-0.672893055	NA	0.2505882	0.098350624	0	-2.5333735	0.822050705	-1.088045765	-0.005847943	0.106488375	0.269250827	0.214644646	0.539949354	0.102476397	-0.258614485
SHR	Liver	12	S.12.F.1.Li.1	-0.171872655	0.624099685	1.157283623	-0.980004577	0.02007264	-0.361456605	-0.32662984	0.016745157	-1.73418868	0	-0.294649363	0.739034615	-0.46278081	-0.348308835	-0.044979187	-0.109712222	0.033666425	0.129672863	0.170222697	-0.364982915	0.626431255	NA	0	-0.48783063	0	0.08430905	0.307336935	1.704500705	0.49992952	-0.259040314	-0.469829325	-0.009963363	-0.387467355	-0.363420474	-0.546400678	-0.545903725	-1.513389145	-0.488454543	-0.252667797	NA	-0.199847548	0	-0.468544403	-0.11285446	-0.738552995	-0.352808721	-0.551407605	1.54003583	0.318474615	0.943450195	-1.540922145	NA	0	-0.1916936	-0.355702078	-0.566739449	0.79076306	1.41514844	1.13682812	2.08700496	-0.443654402	-0.108918161	0.181154399	0.690806075	0.21179174	-0.323537847	-0.05085523	0.549601265	0.1300123	0.071534385	-0.486866878	0.21819143	-0.172567952	-0.436826419	-0.36799144	0.304381217	1.545841219	0.962256445	NA	-0.70647471	-1.353445247	1.22859866	NA	NA	-0.121642455	0.048945949	0.921083985	0.315185653	0.417257005	-0.498076334	-0.540509393	-0.075009745
SHR	Liver	12	S.12.F.2.Li.1	-0.058369795	0.159032625	2.041420713	-0.309132768	-0.00933289	0.23176942	0.205400058	-0.290361362	0	-0.11351834	0.309668987	0.092732015	-0.044370662	-0.042744985	-0.034681453	0.134507647	-0.04226658	0	-0.016336025	0.230022025	0.456145595	NA	-0.1832683	0.24829407	-0.065558044	0.45575699	-0.169265105	-2.881267795	0	0.098859927	-0.019987935	0.072379231	NA	-0.228776688	0.162090802	-2.082473405	-0.212228505	0.532975479	0.108808679	NA	0.150444151	-0.038109149	-0.117145061	0.289252895	-0.106541635	0.194844391	-1.269199555	-0.24531256	-1.124915965	0.395258985	-0.712199245	NA	0.37568407	0.34357915	0.670718729	0.021585857	-0.47608406	0	-0.33365815	-0.33771125	0.058142904	-1.196587212	0.279663013	-0.252660915	-0.38287967	0.015042761	-0.115578215	0.679087565	-0.17034945	-0.041968475	0.007798172	-1.03718384	0.265140437	0.451357381	-0.067666709	0.0439195	-0.239840461	0.109793265	NA	0.77558365	-0.184029454	-0.17581414	NA	-6.296331535	0.142720995	0.454728704	-0.100478635	0.095244245	0.054523681	0.008399014	-0.223519213	-0.063581645
