Strain	Organ	Age	Ace	Acta2	Actb	Adra1a	Adra1d	Adrb1	Agt	Agtr1a	Agtrap	Ak2	Apln	Arg1	Arg2	Bcl2	Bcl6	Bmpr2	Casp3	Casp8	Ccl5	Ccr1	Ccr5	Cd86	Cdkn1a	Cnbp	Ctsd	Ctsl	Cyp19a1	Ebf1	Egr1	Eif4e	Ephb1	Ephx2	Esr1	Esr2	F2r	Fkbp1a	Fmo2	Fosl1	Foxo1	Gapdh	Gja	Hcrtr1	Hgd	Hif1a	Hmgb1	Hsd17b13	Hspd1	Il1b	Il6	Itga5	Itpr1	Jun	Ldha	Lipg	Ltb4r	Mif	Myd88	Nox4	Npr1	Nts	Ogn	Plgf	Psap	Ptgr1	Rela	Ren	Renbp	Rgs1	Rhoa	Rictor	Rpl13a	S100a4	Scx	Slc1a4	Smad1	Smad3	Spp1	Stat3	Tgfb1	Th	Thbs1	Timp3	Tlr3	Tlr4	Tnf	Uts2	Zbtb16
WKY	RVL	0	6.438649	1.756235	14.91851379	4.008421706	6.878991948	2.218833701	13.67830381	4.188666699	7.29782389	8.694621526	8.155450033	6.368954329	6.341117	3.395277988	7.670006776	7.312255627	7.370317066	3.639442711	2.740274851	2.058797823	6.412305	4.210468494	5.184610924	12.79191696	13.65148469	11.85969816	NA	5.684297658	5.027587319	11.45454	8.041038084	5.802203759	3.393238379	3.052941378	7.243414	12.37662538	4.119878141	2.894115944	4.546599657	15.87671144	10.43488751	5.538371428	1.826304619	10.07978607	9.692362	5.602814005	12.1563852	2.645262889	1.294338487	3.877875	6.369757352	9.181402709	12.6402098	1.088078763	0.824863044	10.28698	5.910527131	2.021760478	6.862314944	5.456525261	7.087413944	8.558158457	14.22932016	7.421259013	8.010700335	4.440211012	8.301726	3.442686882	10.06299	5.315119745	11.46438	5.881692612	8.615124121	7.77402949	8.230911485	6.625923228	12.9991662	9.256296738	2.921819581	8.507630324	2.41833	8.386423257	6.587031982	4.501676158	2.330361	10.42101832	5.381147045
WKY	RVL	0	7.19125	1.90165	15.21784692	4.412995008	6.812173205	1.941719702	13.32046136	4.610711994	7.953192614	8.273630476	8.403187257	6.248334884	6.376003	3.346507661	6.525884406	7.821781645	7.777212663	3.719311924	2.5719707	2.023974178	6.888107	3.616112101	4.665878019	12.70783859	13.55754788	11.75459904	NA	5.702682314	5.360182044	11.58983	8.262101758	6.09285929	3.211287413	3.253078133	7.887569	12.26434898	4.553257917	3.062263272	4.300146258	15.32047007	11.3212007	5.878370064	1.943289438	10.92092922	9.982044	5.31517793	11.9812468	2.489427652	1.284953951	4.160334	6.342773213	9.269312552	12.4233089	1.025352935	0.872619281	8.966723	6.168838666	1.988126812	6.990816609	6.403632717	7.387282328	8.430433992	14.02913475	6.986332927	8.259769672	3.93858332	7.8917	3.298396843	9.934074	6.25251386	10.40163	5.338638824	7.849540342	8.088445423	8.803433568	6.684599177	12.58267701	9.509266643	2.62949745	9.124373912	2.112635	8.913442851	7.22768534	4.840419058	1.85251	9.249650988	5.325449821
WKY	RVL	0	6.96465	1.521471	15.14771894	4.727057659	6.980719277	1.82586765	13.48030902	4.823207315	7.939266008	8.302750124	8.460626605	6.085762879	6.413253	3.855076608	7.045715943	7.603277858	7.813006472	3.838407974	2.307638466	2.037709428	6.620901	3.935833254	4.63400742	12.74890539	13.67802088	11.60526765	NA	5.71552918	5.379131234	11.64791	7.900408784	5.745544954	3.245642615	3.171012736	7.812506	12.18499762	4.30825023	3.267469531	3.60023571	15.44358438	11.34322481	5.470382607	1.752708315	10.99201697	9.857576	4.991867101	12.04427412	2.705700588	1.171472449	4.116182	6.640748901	9.174396473	12.24311483	1.156780852	0.75823528	9.019612	6.295991011	2.081872857	6.73303531	5.613709785	7.420879438	8.560175581	14.19636148	7.023193161	7.993105993	3.821430308	7.865685	3.549465548	9.896618	6.296058356	10.45774	4.650402091	7.508661101	8.194858656	8.923781313	6.909882887	12.86940147	9.515310814	2.864412191	8.763812149	2.094488	9.036969269	7.376135753	5.006784651	2.285175	9.51543487	4.982133118
WKY	RVL	2	7.367392	1.717172	15.11045124	4.61739526	7.165163721	2.049101213	13.27976232	4.56395483	7.936395889	8.047862783	8.329038729	6.250711394	6.727845	3.608513907	6.827352385	7.802973794	7.706839962	3.595525705	2.278319198	1.819171783	6.687563	3.490384989	4.404734358	12.57300746	13.58932951	11.27752094	NA	5.744124388	5.827266752	11.58376	8.5266428	5.792830062	3.640696859	3.32128615	8.054324	12.02533304	4.157595012	2.965301892	4.341867081	15.31308645	11.17892512	5.761972863	1.53221734	11.0288688	9.775655	4.828262089	11.91033951	2.335793163	1.270520672	4.258249	6.521911019	9.207459031	12.34930685	1.018846523	0.762145947	8.794032	6.00096469	1.831537582	7.01639978	6.062396052	7.230863158	8.333074234	14.23067943	6.727763088	8.212982364	3.668861995	7.639567	3.381485529	9.840754	6.586212725	10.23762	5.046480482	7.783475433	8.182187181	8.920702	6.939282441	12.37079164	9.391849698	2.695608533	8.211416548	2.485058	8.90860895	7.307560429	4.718386183	2.231761	8.803063147	4.813612679
WKY	RVL	2	7.287218	1.908875	15.09526679	4.591798805	7.399688218	2.229956935	13.40072566	4.584829953	8.069288129	7.989718012	8.108705305	5.987396958	6.483954	3.916636963	7.525025424	7.891345098	7.617655801	3.640049969	2.346336965	2.074200132	6.399743	3.746394175	4.924048837	12.46784285	13.6305491	11.20169108	NA	5.611499919	5.378081992	11.26098	8.451347836	5.962564715	3.691079297	3.395728004	8.043858	11.98559754	4.389118167	2.623518786	4.359660025	15.34601063	11.23683199	5.230599995	1.596168789	10.83164151	9.597893	4.999781107	11.90158083	2.539344602	1.141553947	4.339247	6.658783891	9.520871478	12.07888876	1.081197599	0.875983019	8.95181	6.223136508	1.897830382	7.094058986	5.657525649	7.058747511	8.449717816	14.22093048	6.922687384	8.439926383	3.776948646	7.62023	3.307076181	9.795418	7.210737699	10.35415	5.007867033	8.145156369	8.234369747	8.882914631	7.206184404	12.4628359	9.821763048	3.022007808	7.87743292	2.555197	8.973426164	7.329504361	4.782013783	1.855744	9.254559579	5.789414227
WKY	RVL	2	7.202439	1.993065	15.18838888	4.460042418	6.832001484	1.928386774	13.33789508	4.611904953	7.946762451	8.146365695	8.267780322	6.12585432	6.351884	3.495164252	7.279910975	7.680291728	7.505316944	3.718294564	2.365113541	2.053293918	6.495596	3.648515348	4.804143359	12.61534097	13.57693192	11.34222307	NA	5.522973445	5.110874876	11.42395	8.102692879	5.973572612	3.230703287	3.602789877	7.936638	12.0982204	4.459704692	2.65237141	4.121973944	15.47657003	11.23845101	5.188585184	1.848877003	10.90929065	9.734967	5.386610688	11.88574615	2.339145717	1.131438703	4.266622	6.642648582	9.396832594	12.21275949	1.020079222	0.763263027	9.089507	6.093862029	1.882582748	6.793071999	5.258236771	7.127134761	8.454381115	14.31631217	6.886782555	8.361804358	3.933081664	7.741696	3.27730677	9.999198	6.510616332	10.48152	4.775349772	7.980168955	8.097177645	8.864170473	6.946847472	12.57607289	9.679912516	3.314674008	8.457401299	2.593855	9.024189577	7.188597159	4.949436949	2.198871	9.220621441	5.211618522
WKY	RVL	2	7.220829	1.728464	15.18288931	4.356127336	6.749197491	2.282080749	13.35356645	4.597588549	7.87139217	8.119193831	8.353834099	6.573409825	6.698114	3.662489082	6.619117828	7.796728106	7.631788147	3.680128884	2.334424937	2.062963666	6.570914	3.950416552	4.300231548	12.67481645	13.56031444	11.46530981	NA	5.577690546	5.8805861	11.61372	8.354597217	5.795569602	3.320558206	3.209772557	7.912082	12.13916635	4.679016963	2.98535703	4.332139369	15.41744803	11.21549332	5.630079197	1.776541949	10.85534391	9.82412	5.0799846	11.98673299	2.395117837	1.280895132	3.928342	6.274330805	9.092873465	12.47187626	1.075891755	0.766384403	8.997913	6.134515781	2.027612514	6.636603629	5.670444077	7.067449078	8.350740107	14.12711986	6.962905132	8.154261758	3.845015739	7.735721	3.597762043	9.863453	6.191397468	10.41842	5.03170285	7.740572072	8.164328007	8.723214769	6.66714169	12.40944515	9.227090853	2.866443516	8.311162737	2.608716	8.922391129	7.359459198	4.895937562	1.951096	9.186740983	5.323468722
WKY	RVL	4	7.185384	1.603106	15.11527964	4.350652708	7.251852298	2.018019849	13.41614993	4.791060948	7.994670916	8.20871422	8.443705381	6.459198288	6.71002	3.521014583	7.199575133	7.571018987	7.566463647	4.015942651	2.25930358	2.162621569	6.817626	3.851394457	4.329461145	12.61544908	13.58651867	11.52950338	NA	5.615933611	5.679207055	11.43467	8.246895437	5.82723118	3.41385635	3.403846786	7.905877	12.28776941	4.611950282	3.032604329	4.214164385	15.46501687	11.22878179	5.574229013	1.806723416	10.80267289	9.845312	5.09501232	11.79500851	2.435055828	1.14091496	3.984133	6.704296461	9.207150163	12.39931859	1.079104111	0.816739571	9.30057	6.130575787	2.003311655	7.312733075	6.115117547	7.682931731	8.225366511	14.12255751	6.943134802	8.204539692	3.650712264	8.172833	3.512968449	9.977607	6.290834825	10.66345	5.643488853	8.061764568	8.155588427	8.907604964	6.779350185	12.54969736	9.292647743	3.137237205	7.403030069	2.269598	8.827372736	7.223396995	4.912831487	2.129318	9.233843145	5.006096858
WKY	RVL	4	7.211813	1.6944	15.1699251	4.515466957	6.806651109	1.787011013	13.49252012	4.930045687	8.01012573	8.123357888	8.354507977	6.206742602	6.674655	3.592917292	6.886403516	7.805312688	7.534905192	3.915748541	2.32549551	1.871997313	6.744623	3.869193205	4.632847857	12.56048652	13.58962216	11.46772154	NA	5.72946062	5.170866382	11.42399	8.011939032	5.769278692	3.370153868	3.500189282	8.034732	12.11489975	4.41633234	3.080235851	3.895779924	15.42517577	11.29958257	5.861315973	1.755220922	10.95275063	9.7147	4.995374027	11.83178102	2.540885519	1.296730143	4.402242	6.692628794	9.160120812	12.40777914	1.055305397	0.795184749	9.22518	6.319036402	2.01109761	7.003701525	5.53139989	7.498918148	8.154016899	14.18900999	6.897956032	8.047234808	3.990995201	7.96418	3.624283203	9.836033	6.588397451	10.56261	5.214955307	7.713755191	8.198333139	8.729286025	6.988541531	12.48287022	9.462128078	2.814146213	9.139807451	2.335614	9.082011245	7.49397678	4.727992167	1.896915	8.824017493	5.095514846
WKY	RVL	4	7.350328	2.10925	15.15967014	4.385845916	7.111809606	2.062402212	13.26134213	4.507949574	8.006087067	8.026889378	8.19726347	6.431227835	6.546107	3.447523562	6.619122622	7.996191478	7.695589167	3.834938679	2.426961468	2.027610535	6.988995	3.740249919	4.647665322	12.55394881	13.36871509	11.44156433	NA	5.757744575	5.959906373	11.39281	8.714523782	5.908806243	3.663423944	3.587486617	7.951594	12.04471987	4.432785851	3.010398169	4.565992676	15.2571722	11.3297684	5.819248771	1.852054509	11.05699854	9.907065	4.83746914	11.71224447	2.540402528	1.134546901	4.121068	6.747467362	9.202748909	12.35210601	1.206914201	0.811147778	9.032	6.018282221	1.990646076	7.363043388	5.24718672	7.552122349	7.775200503	14.06971248	6.802479237	8.260346952	3.724108462	7.78941	3.387802686	9.908296	6.628233504	10.34967	5.063610217	7.94482192	8.000038962	8.948437198	6.896133161	12.19102481	9.239557578	3.195058517	9.330024027	2.191933	8.982155337	7.636379274	5.257995725	2.114713	8.745331387	4.780316024
WKY	RVL	8	7.352975	1.590806	15.25035641	4.223687598	6.607405733	1.806604139	13.34872128	4.804658841	7.783965312	8.143643898	8.459783581	6.710582852	6.896097	3.616468161	6.885627171	7.8787644	7.781548308	3.414300821	2.240238326	2.080037421	6.507192	3.839963957	4.9156921	12.59803914	13.41793205	11.39068044	NA	5.859683086	5.994897347	11.41288	8.20938223	5.907286446	3.518521861	3.530977457	7.948187	12.22522612	5.339418039	3.182117931	4.646545522	15.38667036	11.26914191	6.009079215	1.725161134	10.84749246	9.802665	4.814447616	11.81116037	2.348245323	1.130856459	3.894881	6.769870411	9.113773675	12.45402677	1.069350131	0.876034562	9.321279	5.908758237	2.04372377	7.0834824	6.06920108	7.186660469	7.902724802	14.22169086	6.760834239	8.235996704	3.708967002	7.997842	3.520536815	9.998532	6.044715076	10.65395	5.188040571	7.59958329	8.139685356	8.900751266	6.692952556	12.09399084	9.201477756	2.695215547	8.879028601	2.427374	9.043981619	7.224288909	4.973307246	2.106268	8.723054845	5.150011477
WKY	RVL	8	7.409899	1.898782	15.18155219	4.29896662	7.372008321	2.157108659	13.33810133	4.712594163	7.822966909	8.04616013	8.240933954	6.600749681	6.698007	3.689638651	7.046572705	7.886445594	7.463971275	3.867640026	2.643911146	2.370004529	6.684419	4.106092844	4.250574742	12.56981351	13.61077335	11.33994396	NA	5.336223993	5.466359822	11.50558	8.500163836	5.793346473	3.864755095	3.412174619	7.762277	12.20391658	4.556251535	2.790571399	4.858288249	15.49516287	10.98302127	5.662601498	1.902226238	10.85424367	9.792376	5.279316807	11.83604248	2.311871081	1.234470666	4.30137	6.806101605	9.238085896	12.40751883	1.335104352	0.854967745	9.204737	6.09397241	1.948616261	7.193814131	5.206179776	7.336514083	8.476827126	14.15168799	7.147967612	8.346911333	3.836305393	7.681673	3.532544362	9.891081	6.383235827	10.49188	5.152563179	8.520058215	8.042519752	8.768128996	7.020649417	12.49210495	9.287532835	2.755777431	9.177661899	2.328275	8.9847752	6.987998406	4.450314788	2.266313	9.032700196	5.179080999
WKY	RVL	8	7.378068	1.870266	15.29237263	4.519772204	5.558807249	1.79372751	13.47926851	4.638128747	8.168473458	8.033934063	8.152221847	6.931592224	6.801984	3.865535041	6.563686531	7.514517317	7.596184922	3.806957891	2.541249273	2.216378743	6.720018	3.927751551	4.615676337	12.55586535	13.46211962	11.48994348	NA	6.075726769	5.204901129	11.42327	7.852467125	5.706854849	4.105687021	3.486567814	8.131408	12.0452884	4.657425394	2.865484569	4.248112746	15.41819274	11.27034226	6.088443597	1.707836355	10.82264109	9.835284	4.8102385	11.73133333	2.389095921	1.247393448	4.319768	6.685311028	8.407295555	12.64327853	1.060117837	1.042339512	9.307814	6.479243976	2.277974397	6.575930405	5.910711338	7.319190816	7.725132246	14.29290226	6.779791234	8.341584945	3.756083246	8.08992	3.436867538	9.877655	6.741670578	10.69094	5.4892949	6.424369647	8.157390504	8.369060491	6.753302335	11.57681367	9.147362895	3.096929967	9.531581833	2.453721	9.087443935	7.026955072	4.860852139	2.027037	8.12381816	5.424981543
WKY	RVL	16	6.73742	1.612474	15.17083675	4.856628122	6.085443543	1.830555679	13.42276391	4.440957294	7.730431591	8.333714327	8.393019986	5.988189459	6.516045	3.445767003	7.202876169	7.692067179	7.761912983	3.729804369	2.403951577	2.182055656	6.792658	4.075023386	4.551221456	12.77114405	13.64646578	11.37824301	NA	5.629399587	4.798386743	11.57432	7.41928573	6.199051594	3.387676638	3.38624433	7.613482	12.17570661	4.968994014	3.210520026	4.367886481	15.60155627	11.32145788	4.942391943	1.617310301	10.86703268	9.789709	5.336120368	12.04602609	2.640312596	1.291734996	4.018636	6.792527725	8.754782339	12.37312056	1.229412147	0.967886692	9.442258	6.145956284	1.878652437	6.617076086	5.756946863	7.292533912	8.415853631	14.24595397	7.3728922	7.979901882	3.877392803	7.941128	3.491066469	9.888288	6.263602564	10.76427	5.287963274	7.533996757	8.136839387	8.641386159	6.845889931	12.97124668	9.63482554	2.800848606	7.548630587	2.350778	9.075460012	7.71709808	5.018009946	2.14695	9.504825332	5.14169044
WKY	RVL	16	7.324758	1.943576	15.34175129	4.388401991	6.305477556	1.804291478	13.47882914	4.631099506	7.870126858	7.9936728	8.22698064	6.713946657	6.522918	3.690752722	6.970250528	7.83996327	7.785132695	3.88245869	2.35649363	2.132954482	7.093978	3.715547301	4.58537488	12.71977123	13.4821611	11.48008059	NA	5.920394241	5.605602413	11.54694	8.006178998	5.779367865	3.554987189	3.483297552	7.776611	12.18605617	5.202801485	3.086581494	4.292290293	15.5017665	11.23317928	5.98193857	1.894209517	10.84842548	9.918456	5.084529616	11.71735411	2.52500302	1.260066998	4.131306	6.754640314	8.928053176	12.48397934	1.067691505	0.806405037	9.071569	6.148060843	1.851554806	6.69453509	5.448897953	7.290113099	8.169724548	14.24546233	7.222740625	8.171666817	4.126767708	8.094065	3.684164864	9.990023	6.410016098	10.42848	5.001652874	7.555207321	8.211695485	8.724345118	6.626207064	12.42060823	9.351810666	2.854594425	9.511540974	2.308273	8.82345357	7.244389261	4.913004231	1.980461	8.695537413	4.843732288
WKY	RVL	16	7.126334	1.677871	15.350742	4.405065802	5.549709917	1.824680523	13.51191946	4.995530392	7.938704558	8.077380371	7.858096081	6.512440855	6.839776	3.675345649	7.259287585	7.304607404	7.902196068	3.710918315	2.453052372	2.046919961	7.011478	3.945010308	4.457069486	12.79186781	13.67464934	11.55505419	NA	5.75968551	4.695095823	11.74786	7.625565916	5.899337784	3.941495642	3.319257723	7.743712	11.4164129	5.3017766	3.192717903	4.020924543	15.5680312	11.35822959	5.784290831	1.875052922	10.66189097	10.20175	5.572508474	11.93401967	2.737336046	1.412469987	4.087455	7.043521759	7.26917057	12.49199038	1.082319286	0.819650191	9.016509	6.365174869	2.009914552	6.34467306	5.967952177	7.586731263	8.373793412	14.25259062	7.364739182	8.047724984	3.987108402	7.910356	3.668496287	9.796246	6.703889878	10.49544	5.352098069	6.521606931	7.519169454	7.637747757	6.973458442	12.64780982	9.504516481	2.665056769	9.118300357	2.520818	9.113203383	7.565543685	5.089970757	2.006604	8.944321784	5.921610372
